lens,lens_name,id,P,O,W_ind,W_opt,W_nar,H,status,excerpts,ambiguity,confidence,reported_status,formula_corrected
2,policy-burden mapping,NASA-487,NO,YES,NO,NO,NO,YES,D,"{'P': '', 'O': 'only gives information for a crew to act upon', 'W': '', 'H': 'Digital assistant does not take any action'}",The rationale shifts action to the crew but does not identify a limiting mechanism or independent basis for the crew’s action.,0.91,D,0
2,policy-burden mapping,TBD-R01,YES,NO,NO,NO,NO,NO,U,"{'P': 'does not actually ""serve as a principal basis for"" the relevant type of agency action or decision', 'O': '', 'W': '', 'H': ''}","The text states the governing conclusion without identifying the AI output, workflow, or mechanism answering the burden.",0.99,U,0
2,policy-burden mapping,TBD-R02,YES,NO,NO,NO,NO,NO,U,"{'P': 'does not actually ""serve as a principal basis for"" the relevant type of agency action or decision', 'O': '', 'W': '', 'H': ''}","The text states the governing conclusion without identifying the AI output, workflow, or mechanism answering the burden.",0.99,U,0
2,policy-burden mapping,TREAS-94,YES,YES,UNCLEAR,NO,NO,YES,D,"{'P': 'does not approve contracts', 'O': 'drafts procurement narratives, supports vendor evaluations, and aids source selection', 'W': 'using multiple information sources', 'H': 'Final decisions are made by agency officials'}",Multiple information sources are invoked without identifying them or explaining how they constrain reliance on the recommendations.,0.94,D,0
2,policy-burden mapping,TREAS-IRS-75,YES,UNCLEAR,NO,NO,NO,NO,U,"{'P': 'not an operational use case where AI will make or influence government decisions', 'O': 'drafting procurement documents as market research / proposal evaluation', 'W': '', 'H': ''}","The described use is a prospective research effort, not an asserted operational output-and-workflow mechanism.",0.92,U,0
2,policy-burden mapping,TREAS-IRS-9,YES,YES,NO,NO,NO,YES,D,"{'P': 'contracting decisions', 'O': 'AI makes recommendations only', 'W': '', 'H': 'multiple layers of review by agency officials'}","Layered human review is not an independent evidentiary basis, and recommendation-only language does not explain an operational limitation.",0.97,D,0
2,policy-burden mapping,USDA-048,YES,YES,YES,NO,NO,YES,S,"{'P': 'the principal basis for decisions', 'O': 'information extraction that informs dam portfolio decisions', 'W': 'vetted through aerial imagery analysis, the Oklahoma Conservation Commission, and associated dam sponsors', 'H': 'the principal basis for decisions is made by humans for the repairs'}",,0.98,S,0
2,policy-burden mapping,USDA-175,NO,YES,NO,NO,NO,YES,D,"{'P': '', 'O': 'only recommendations for authorized staff to review', 'W': '', 'H': 'AI is not making any final decisions'}",The rationale relies on staff review and final-decision authority without identifying the relevant threshold or a qualifying limiting mechanism.,0.97,D,0
3,linguistic scope and negation,DHS-101,YES,NO,NO,NO,NO,NO,U,"{'P': 'do not produce an action or serve as a principal basis', 'O': '', 'W': '', 'H': ''}",,0.98,U,0
3,linguistic scope and negation,DHS-123,YES,NO,NO,NO,NO,YES,D,"{'P': 'output serves as a principal basis for a decision', 'O': '', 'W': '', 'H': 'a human is in the loop making a further determatination'}",,0.98,D,0
3,linguistic scope and negation,DHS-125,YES,YES,YES,NO,YES,YES,S,"{'P': 'do not serve as a principal basis for law enforcement action or decision', 'O': 'data, information leads or connections', 'W': 'full Federal Investigation Process involving verifying any insights as evidence', 'H': 'all insights are reviewed and validated by both personnel and supervisors'}",,0.98,S,0
3,linguistic scope and negation,DHS-14,YES,YES,NO,NO,YES,NO,S,"{'P': 'do not serve as a principal basis for a decision or action', 'O': 'identifies whether a fingerprint collected is of sufficient quality', 'W': 'one task in a series of adjudication activities but is not determinative of the overall adjudication decision', 'H': ''}",,0.94,S,0
3,linguistic scope and negation,DHS-180,YES,YES,NO,YES,YES,YES,S,"{'P': 'do not serve as a principal basis for a decision or action', 'O': 'suggested aliases and DOBs', 'W': 'Completing such adjudications are not dependent on the use case', 'H': 'USCIS staff must review to accept, reject, or ignore'}",,0.91,S,0
3,linguistic scope and negation,DHS-183,YES,YES,NO,NO,NO,NO,U,"{'P': 'do not produce an action or serve as a principal basis', 'O': 'only provides the officer with complied public information', 'W': '', 'H': ''}",,0.97,U,0
3,linguistic scope and negation,DHS-188,NO,YES,NO,NO,NO,NO,U,"{'P': '', 'O': 'identifying the alpha-numeric values of the conveyances', 'W': '', 'H': ''}",,0.98,U,0
3,linguistic scope and negation,DHS-189,YES,YES,NO,NO,YES,NO,S,"{'P': 'do not serve as a principal basis for a decision or action', 'O': 'a real-time advisory message to the submitter', 'W': 'adjudication of EADs is not dependent on this use case', 'H': ''}",,0.9,S,0
3,linguistic scope and negation,DHS-194,YES,YES,NO,NO,NO,YES,D,"{'P': 'does not serve as a principal basis for any decisions or actions', 'O': 'the user is notified of an alert of a potential IOI', 'W': '', 'H': 'The user then reviews the image and decides'}",,0.98,D,0
3,linguistic scope and negation,DHS-204,YES,YES,YES,NO,NO,YES,S,"{'P': 'do not serve as a principal basis for enforcement decisions', 'O': 'search responses that are accompanied by links to source material', 'W': 'full Federal Investigation Process involving verifying any insights as evidence', 'H': 'all insights are reviewed and validated by both personnel and supervisors'}",,0.98,S,0
3,linguistic scope and negation,DHS-234,YES,YES,NO,NO,YES,NO,S,"{'P': 'does not serve as a principal basis for decision or action', 'O': 'provides detections on the user interface', 'W': 'system cannot autonomously mitigate an aircraft, it only detects and provides a digital track', 'H': ''}",,0.91,S,0
3,linguistic scope and negation,DHS-2363,YES,YES,NO,NO,NO,YES,D,"{'P': 'does not serve as a principal basis for a decision or action', 'O': 'detect anomalies in non-intrusive inspection images', 'W': '', 'H': 'If the officer feels physical review is required'}",,0.98,D,0
3,linguistic scope and negation,DHS-2365,YES,YES,NO,NO,NO,YES,D,"{'P': 'does not serve as a principal basis for a decision or action', 'O': 'detect anomalies in non-intrusive inspection images', 'W': '', 'H': 'If the officer feels physical review is required'}",,0.98,D,0
3,linguistic scope and negation,DHS-2383,NO,YES,NO,NO,NO,NO,U,"{'P': '', 'O': 'The pilot receives a visual alert', 'W': '', 'H': ''}",,0.97,U,0
3,linguistic scope and negation,DHS-24,YES,NO,NO,NO,NO,NO,U,"{'P': 'do not produce an action or serve as a principal basis', 'O': '', 'W': '', 'H': ''}",,0.98,U,0
3,linguistic scope and negation,DHS-2417,YES,YES,NO,YES,NO,NO,S,"{'P': 'does not make any decision or action based on a no-match', 'O': 'the service cannot match a traveler', 'W': 'the traveler may continue check-in/bag drop via another means', 'H': ''}",,0.98,S,0
3,linguistic scope and negation,DHS-2427,YES,YES,YES,NO,YES,YES,S,"{'P': 'do not serve as a principal basis for law enforcement action or decision', 'O': 'data, information leads or connections', 'W': 'full Federal Investigation Process involving verifying any insights as evidence', 'H': 'all insights are reviewed and validated by both personnel and supervisors'}",,0.98,S,0
3,linguistic scope and negation,DHS-2434,YES,YES,NO,NO,YES,NO,S,"{'P': 'does not actually serve as a principal basis', 'O': 'The collated information supports decisions about staffing priorities', 'W': 'is not used to make security-related or employment-related decisions', 'H': ''}",,0.94,S,0
3,linguistic scope and negation,DHS-2511,YES,YES,NO,NO,YES,YES,S,"{'P': 'no direct impact on investigative decisions or legal outcomes', 'O': 'detecting and obscuring faces, objects, or sensitive information', 'W': 'outputs are strictly limited to redactions', 'H': 'subject to comprehensive human review and editing'}",,0.98,S,0
3,linguistic scope and negation,DHS-2517,YES,YES,YES,NO,NO,YES,S,"{'P': 'do not serve as a principal basis for any law enforcement action or decision', 'O': 'supporting information for HSI personnel', 'W': 'full Federal Investigation Process involving verifying any insights as evidence', 'H': 'all insights are reviewed and validated by both personnel and supervisors'}",,0.98,S,0
3,linguistic scope and negation,DHS-2543,YES,YES,NO,NO,YES,NO,S,"{'P': 'not used to make security-related or employment-related decisions', 'O': 'The collated information supports decisions about staffing priorities', 'W': 'supports decisions about staffing priorities but is not used to make security-related or employment-related decisions', 'H': ''}",,0.93,S,0
3,linguistic scope and negation,DHS-2547,YES,YES,YES,NO,NO,YES,S,"{'P': 'do not directly serve as a principal basis for enforcement actions or regulatory decisions', 'O': 'AI-generated knowledge graph', 'W': 'requiring source validation through separate processes', 'H': 'further human-led investigation'}",,0.97,S,0
3,linguistic scope and negation,DHS-2552,YES,YES,UNCLEAR,NO,NO,YES,D,"{'P': 'outputs do not serve as a ""principal basis""', 'O': 'classification, decoding, and origin analysis', 'W': 'manual validation and further investigation', 'H': 'require manual validation'}",Further investigation is not specified as an independent evidentiary basis.,0.91,D,0
3,linguistic scope and negation,DHS-2565,NO,YES,NO,NO,NO,NO,U,"{'P': '', 'O': 'identify people, animals, and vehicles as well as extract license plate information', 'W': '', 'H': ''}",The rationale is prospective and does not deny a high-impact predicate.,0.98,U,0
3,linguistic scope and negation,DHS-2568,YES,YES,UNCLEAR,NO,NO,YES,D,"{'P': 'does not serve as the principal basis', 'O': 'provided with information for detected objects lacking AIS signal', 'W': 'AIS is used as a filtering mechanism', 'H': 'reviews the image'}",AIS filtering is not explicitly connected to the basis for consequential action.,0.86,D,0
3,linguistic scope and negation,DHS-2572,YES,YES,YES,NO,NO,YES,S,"{'P': 'not a principle basis for a decision or action', 'O': 'detects sounds that are associated with sounds of gunfire', 'W': 'actions taken will be based on what the agents encounter', 'H': 'Users then review the audio'}",,0.96,S,0
3,linguistic scope and negation,DHS-2575,YES,YES,YES,NO,NO,YES,S,"{'P': 'rather than making legally binding or material decisions itself', 'O': 'AI’s outputs serve primarily as inputs to an investigative process', 'W': 'includes judicial review and other safeguards', 'H': 'investigators review, validate, and contextualize'}",,0.89,S,0
3,linguistic scope and negation,DHS-2578,YES,YES,UNCLEAR,NO,NO,YES,D,"{'P': 'do not serve as a principal basis', 'O': 'limited to normalized address data', 'W': 'additional verification steps', 'H': 'ERO officers review and validate'}",Verification and the investigative process do not identify an independent non-AI basis for action.,0.91,D,0
